Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-927855,12/14/2020 08:04:04 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,12.0,10.0,0.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927853,12/14/2020 08:03:36 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.316919115,47.61935258,2020.0,12.0,12.0,16.0,0.0,"Heather Court, 12th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-927851,12/14/2020 08:03:28 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.316919115,47.61935258,2020.0,12.0,11.0,19.0,5.0,"Heather Court, 12th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-927847,12/14/2020 08:02:56 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.316919115,47.61935258,2020.0,12.0,12.0,1.0,46.0,"Heather Court, 12th Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-927846,12/14/2020 08:02:48 AM,LARCENY-THEFT,Shoplifting,23C,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.367311993,47.52102758,2020.0,12.0,12.0,12.0,40.0,"2615, Southwest Barton Street, Westwood Village, Westwood, Seattle, King County, Washington, 98126, United States",98126
2020-927845,12/14/2020 08:02:41 AM,LARCENY-THEFT,All Other Larceny,23H,SOUTH DELRIDGE,-122.35645955,47.52194987,2020.0,12.0,12.0,16.0,11.0,"9030, 17th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-927842,12/14/2020 07:42:50 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,PHINNEY RIDGE,-122.354383099,47.6721403,2020.0,12.0,10.0,21.0,0.0,"Woodland Crest, 5901, Phinney Avenue North, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-927837,12/14/2020 07:02:30 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,-122.335054825,47.62319598,2020.0,12.0,11.0,12.0,0.0,"1126, Republican Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-927835,12/14/2020 06:43:05 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.333993041,47.70866306,2020.0,12.0,12.0,13.0,50.0,"N Northgate Way & Meridian Ave N, North Northgate Way, Haller Lake, Seattle, King County, Washington, 98133, United States",98133
2020-927834,12/14/2020 06:42:41 AM,LARCENY-THEFT,Shoplifting,23C,BALLARD SOUTH,-122.374856891,47.6629319,2020.0,12.0,12.0,10.0,53.0,"Mike's Chili Parlor, 1447, Northwest Ballard Way, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-927829,12/14/2020 06:32:45 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.377546909,47.67163093,2020.0,12.0,10.0,20.0,15.0,"1525, Northwest 59th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-927830,12/14/2020 06:32:33 AM,LARCENY-THEFT,Shoplifting,23C,BALLARD SOUTH,-122.374856891,47.6629319,2020.0,12.0,12.0,10.0,53.0,"Mike's Chili Parlor, 1447, Northwest Ballard Way, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-927827,12/14/2020 06:32:20 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.356733895,47.62152468,2020.0,12.0,10.0,15.0,50.0,"Athena, Queen Anne Avenue North, Uptown, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-927825,12/13/2020 02:03:22 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,12.0,10.0,40.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-927824,12/13/2020 02:03:12 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,PIGEON POINT,-122.355509568,47.56892474,2020.0,12.0,11.0,23.0,30.0,"3865, 16th Avenue Southwest, Youngstown, Seattle, King County, Washington, 98106, United States",98106
2020-339778,12/09/2020 01:20:02 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,QUEEN ANNE,-122.364423504,47.63000258,2020.0,12.0,8.0,15.0,0.0,"1216, 6th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-339778,12/09/2020 01:20:02 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,QUEEN ANNE,-122.364423504,47.63000258,2020.0,12.0,9.0,11.0,25.0,"1216, 6th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-339778,12/09/2020 01:20:02 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.364423504,47.63000258,2020.0,12.0,9.0,11.0,25.0,"1216, 6th Avenue West, Queen Anne, Seattle, King County, Washington, 98119, United States",98119
2020-335947,12/04/2020 06:34:12 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,WALLINGFORD,-122.33225241,47.66756076,2020.0,12.0,4.0,0.0,38.0,"5316, Keystone Place North, Tangletown, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-335947,12/04/2020 06:34:12 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,WALLINGFORD,-122.33225241,47.66756076,2020.0,12.0,4.0,0.0,38.0,"5316, Keystone Place North, Tangletown, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-355453,12/28/2020 11:13:17 PM,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,FIRST HILL,-122.32344394,47.60412808,2020.0,12.0,28.0,20.0,38.0,"Harborview Medical Center, 325, 9th Avenue, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-355532,12/28/2020 10:21:44 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,UNIVERSITY,-122.305467506,47.66216538,2020.0,12.0,25.0,0.0,0.0,"Tau Kappa Epsilon, 4520, 21st Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-355474,12/28/2020 10:19:07 PM,ASSAULT OFFENSES,Simple Assault,13B,LAKEWOOD/SEWARD PARK,-122.266983289,47.55213489,2020.0,12.0,28.0,21.0,5.0,"5448, Wilson Avenue South, Seward Park, Seattle, King County, Washington, 98118, United States",98118
2020-355297,12/28/2020 06:06:19 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SODO,-122.336785292,47.57271319,2020.0,12.0,28.0,17.0,3.0,"Colorado Avenue South, Seattle, King County, Washington, 98134, United States",98134
2020-355312,12/28/2020 05:58:46 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.320771381,47.61351951,2020.0,12.0,28.0,17.0,15.0,"Harvard Market, 1401, Broadway, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-355069,12/28/2020 04:02:44 PM,ASSAULT OFFENSES,Simple Assault,13B,FIRST HILL,-122.32569436,47.60910568,2020.0,12.0,18.0,11.0,0.0,"Pho Saigon, 1016, Madison Street, First Hill, Seattle, King County, Washington, 98104, United States",98104
2020-354971,12/28/2020 03:26:03 PM,ASSAULT OFFENSES,Intimidation,13C,ALASKA JUNCTION,-122.38545658,47.56197325,2020.0,12.0,28.0,9.0,38.0,"4520, 42nd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-355166,12/28/2020 03:03:01 PM,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.332400018,47.55229757,2020.0,12.0,23.0,14.0,30.0,"5610, 2nd Avenue South, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-355056,12/28/2020 01:32:00 PM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SOUTH BEACON HILL,-122.281579878,47.51198904,2020.0,12.0,25.0,4.0,0.0,"9861, 40th Avenue South, Seattle, King County, Washington, 98118, United States",98118
2020-355056,12/28/2020 01:32:00 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SOUTH BEACON HILL,-122.281579878,47.51198904,2020.0,12.0,25.0,4.0,0.0,"9861, 40th Avenue South, Seattle, King County, Washington, 98118, United States",98118
2020-355014,12/28/2020 01:13:38 PM,ASSAULT OFFENSES,Intimidation,13C,DOWNTOWN COMMERCIAL,-122.335928546,47.61190423,2020.0,12.0,28.0,12.0,26.0,"Westlake, 7th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98191, United States",98191
2020-355032,12/28/2020 12:24:15 PM,ASSAULT OFFENSES,Intimidation,13C,HIGH POINT,-122.363174594,47.53460789,2020.0,12.0,28.0,11.0,5.0,"7529, 24th Avenue Southwest, Westwood, Seattle, King County, Washington, 98106, United States",98106
2020-354970,12/28/2020 11:06:06 AM,ASSAULT OFFENSES,Simple Assault,13B,LAKECITY,-122.295149885,47.71823885,2020.0,12.0,27.0,15.0,0.0,"Luminaire, 31st Avenue Northeast, Lake City, Seattle, King County, Washington, 98165, United States",98165
2020-354976,12/28/2020 10:21:43 AM,ASSAULT OFFENSES,Aggravated Assault,13A,UNIVERSITY,-122.316346543,47.66401972,2020.0,12.0,28.0,9.0,28.0,"Audi Seattle, 4741;4705, 11th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-354793,12/28/2020 05:43:58 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ROOSEVELT/RAVENNA,-122.295326457,47.68304813,2020.0,12.0,28.0,2.0,59.0,"3103, Northeast 75th Street, Seattle, King County, Washington, 98115, United States",98115
2020-354793,12/28/2020 05:43:58 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ROOSEVELT/RAVENNA,-122.295326457,47.68304813,2020.0,12.0,28.0,2.0,59.0,"3103, Northeast 75th Street, Seattle, King County, Washington, 98115, United States",98115
2020-354818,12/28/2020 04:54:23 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,FIRST HILL,-122.328797187,47.60830131,2020.0,12.0,28.0,4.0,9.0,"First Presbyterian Church, 1013, 8th Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98104, United States",98104
2020-354795,12/28/2020 04:29:09 AM,ASSAULT OFFENSES,Simple Assault,13B,BALLARD SOUTH,-122.37217213,47.66943943,2020.0,12.0,28.0,3.0,0.0,"1132, Northwest 56th Street, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-354750,12/28/2020 01:45:54 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.332149215,47.60940967,2020.0,12.0,27.0,23.0,55.0,"One Union Square, 600, University Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-354688,12/28/2020 01:18:47 AM,ASSAULT OFFENSES,Simple Assault,13B,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.364522447,47.53187894,2020.0,12.0,27.0,21.0,48.0,"Denny International Middle School, 2601, Southwest Kenyon Street, Westwood, Seattle, King County, Washington, 98126, United States",98126
2020-354668,12/28/2020 01:07:29 AM,LARCENY-THEFT,All Other Larceny,23H,MILLER PARK,-122.303634908,47.61931659,2020.0,12.0,27.0,20.0,59.0,"131, 22nd Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",98112
2020-354747,12/28/2020 12:44:10 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CHINATOWN/INTERNATIONAL DISTRICT,-122.328966299,47.59961646,2020.0,12.0,27.0,23.0,38.0,"T-Mobile, 4th Avenue South, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-354728,12/28/2020 12:36:52 AM,ASSAULT OFFENSES,Simple Assault,13B,CAPITOL HILL,-122.314644632,47.62368428,2020.0,12.0,27.0,23.0,2.0,"Gresham Apartments, 515, 14th Avenue East, Capitol Hill, Seattle, King County, Washington, 98112, United States",98112
2020-354696,12/27/2020 10:52:15 PM,ASSAULT OFFENSES,Intimidation,13C,MOUNT BAKER,-122.295498565,47.57587409,2020.0,12.0,27.0,21.0,56.0,"Fire Station 30, 2801, South Mount Baker Boulevard, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-354657,12/27/2020 10:16:54 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,BELLTOWN,-122.341542597,47.61278241,2020.0,12.0,27.0,20.0,39.0,"YWCA Opportunity Place, 3rd Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98181, United States",98181
2020-354664,12/27/2020 10:14:02 PM,ASSAULT OFFENSES,Simple Assault,13B,BRIGHTON/DUNLAP,-122.270834383,47.53935539,2020.0,12.0,27.0,21.0,5.0,"Rainier Ave S & S Frontenac St, Rainier Avenue South, Dunlap, Seattle, King County, Washington, 98118, United States",98118
2020-354572,12/27/2020 08:48:24 PM,ASSAULT OFFENSES,Intimidation,13C,BELLTOWN,-122.347420341,47.61508492,2020.0,12.0,27.0,18.0,50.0,"Belltown Court, 2415, 2nd Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-354602,12/27/2020 08:39:52 PM,ASSAULT OFFENSES,Intimidation,13C,MID BEACON HILL,-122.304490554,47.55745955,2020.0,12.0,27.0,19.0,35.0,"2209, South Ferdinand Street, South Seattle, Rainier Vista, Seattle, King County, Washington, 98108, United States",98108
2020-354491,12/27/2020 08:23:07 PM,ASSAULT OFFENSES,Simple Assault,13B,NORTHGATE,-122.342019396,47.70596699,2020.0,12.0,26.0,16.0,24.0,"10531, Stone Avenue North, Seattle, King County, Washington, 98133, United States",98133
2020-354327,12/27/2020 05:12:21 PM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,27.0,7.0,1.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-354455,12/27/2020 04:49:29 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.353812259,47.63401344,2020.0,12.0,27.0,15.0,0.0,"159, Hayes Street, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-354462,12/27/2020 04:26:09 PM,ASSAULT OFFENSES,Simple Assault,13B,BITTERLAKE,-122.345063068,47.73103864,2020.0,12.0,27.0,15.0,42.0,"998, North 141st Street, Foy, Seattle, King County, Washington, 98133, United States",98133
2020-348699,12/27/2020 03:42:15 PM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,17.0,19.0,34.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-354247,12/27/2020 09:52:56 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SODO,-122.325978683,47.57664971,2020.0,12.0,27.0,8.0,42.0,"Franz, 2901, 6th Avenue South, Beacon Hill, Seattle, King County, Washington, 98134, United States",98134
2020-354247,12/27/2020 09:52:56 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SODO,-122.325978683,47.57664971,2020.0,12.0,27.0,9.0,52.0,"Franz, 2901, 6th Avenue South, Beacon Hill, Seattle, King County, Washington, 98134, United States",98134
2020-354212,12/27/2020 08:44:17 AM,ASSAULT OFFENSES,Simple Assault,13B,FIRST HILL,-122.32344394,47.60412808,2020.0,12.0,27.0,7.0,12.0,"Harborview Medical Center, 325, 9th Avenue, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98104, United States",98104
2020-353908,12/26/2020 08:25:48 PM,LARCENY-THEFT,Shoplifting,23C,MADRONA/LESCHI,-122.300510579,47.59927753,2020.0,12.0,26.0,18.0,34.0,"Walgreens, 2400, South Jackson Street, Central District, Seattle, King County, Washington, 98144, United States",98144
2020-353915,12/26/2020 07:12:27 PM,ASSAULT OFFENSES,Intimidation,13C,CHINATOWN/INTERNATIONAL DISTRICT,-122.32701728,47.59835485,2020.0,12.0,5.0,18.0,50.0,"514, South King Street, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",98104
2020-353890,12/26/2020 07:03:57 PM,ASSAULT OFFENSES,Intimidation,13C,GREENWOOD,-122.344634926,47.70007202,2020.0,12.0,26.0,17.0,15.0,"Greenside Recreational Seattle, 9724, Aurora Avenue North, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-353853,12/26/2020 05:40:25 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.373938501,47.52737813,2020.0,12.0,26.0,16.0,40.0,"8427, 32nd Avenue Southwest, High Point, Westwood, Seattle, King County, Washington, 98126, United States",98126
2020-353736,12/26/2020 04:42:53 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,DOWNTOWN COMMERCIAL,-122.341132733,47.61004447,2020.0,12.0,24.0,21.0,20.0,"First & Pine Building, SR 99 Tunnel, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98101-2017, United States",98101-2017
2020-253696,12/26/2020 03:29:24 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ALASKA JUNCTION,-122.38545658,47.56197325,2020.0,12.0,25.0,9.0,34.0,"4520, 42nd Avenue Southwest, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-353635,12/26/2020 01:15:47 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,PHINNEY RIDGE,-122.350680383,47.67316211,2020.0,12.0,24.0,12.0,1.0,"611, North 61st Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-353655,12/26/2020 12:48:28 PM,PORNOGRAPHY/OBSCENE MATERIAL,Pornography/Obscene Material,370,CAPITOL HILL,-122.31423321,47.61470207,2020.0,12.0,26.0,11.0,55.0,"REO Flats, 1525, 14th Avenue, Capitol Hill, Seattle, King County, Washington, 98122, United States",98122
2020-353489,12/26/2020 05:40:25 AM,ASSAULT OFFENSES,Simple Assault,13B,BELLTOWN,-122.346072363,47.61194161,2020.0,12.0,26.0,4.0,42.0,"Blanchard Street, West Edge, Belltown, Seattle, King County, Washington, 98121, United States",98121
2020-353133,12/25/2020 02:04:50 PM,FRAUD OFFENSES,Wire Fraud,26E,CAPITOL HILL,-122.320755793,47.60865749,2020.0,12.0,20.0,0.0,0.0,"Swedish First Hill Medical Center, 747, Broadway, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-352843,12/25/2020 12:13:42 AM,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,DOWNTOWN COMMERCIAL,-122.340367245,47.61004628,2020.0,12.0,24.0,22.0,23.0,"News Lane, Pike Place Market Area, Belltown, Seattle, King County, Washington, 98101-2017, United States",98101-2017
2020-352696,12/24/2020 05:44:38 PM,LARCENY-THEFT,All Other Larceny,23H,MAGNOLIA,-122.388272301,47.64346404,2020.0,12.0,23.0,14.0,11.0,"2414, West Raye Street, Southeast Magnolia, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-352528,12/24/2020 03:34:33 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,CENTRAL AREA/SQUIRE PARK,-122.308288708,47.60616717,2020.0,12.0,23.0,20.0,0.0,"1815, East Jefferson Street, Central District, Seattle, King County, Washington, 98122, United States",98122
2020-352540,12/24/2020 02:58:28 PM,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.368609932,47.66471186,2020.0,12.0,24.0,13.0,11.0,"4910, 9th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-352387,12/24/2020 10:23:20 AM,ASSAULT OFFENSES,Simple Assault,13B,MAGNOLIA,-122.399609991,47.64052789,2020.0,12.0,24.0,9.0,34.0,"Magnolia Gateway, West Smith Street, Carleton Park, Magnolia Village, Seattle, King County, Washington, 98199, United States",98199
2020-928614,12/24/2020 07:22:55 AM,LARCENY-THEFT,All Other Larceny,23H,ROOSEVELT/RAVENNA,-122.292863526,47.6612433,2020.0,12.0,16.0,19.0,45.0,"4514, Union Bay Place Northeast, Seattle, King County, Washington, 98105, United States",98105
2020-928602,12/24/2020 07:12:29 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,WALLINGFORD,-122.323496361,47.66133602,2020.0,12.0,22.0,20.0,30.0,"Cosmopolitan Apartments, 400, Northeast 45th Street, University District, Seattle, King County, Washington, 98105, United States",98105
2020-352273,12/24/2020 07:07:19 AM,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,MAGNOLIA,-122.414862826,47.66073361,2020.0,12.0,24.0,4.0,30.0,"Discovery Park Boulevard, Seattle, King County, Washington, 98199, United States",98199
2020-352214,12/24/2020 02:44:50 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,QUEEN ANNE,-122.340385374,47.62539571,2020.0,12.0,24.0,1.0,1.0,"800, Roy Street, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",98109
2020-352140,12/23/2020 11:02:09 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,ALASKA JUNCTION,-122.38347672,47.56106116,2020.0,12.0,23.0,17.0,0.0,"ZoomCare, 4012, Southwest Alaska Street, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-352143,12/23/2020 11:00:15 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,WALLINGFORD,-122.324180188,47.67082785,2020.0,12.0,23.0,17.0,32.0,"333, Northeast 58th Street, Meridian, Green Lake, Seattle, King County, Washington, 98105, United States",98105
2020-352094,12/23/2020 10:38:44 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,NORTHGATE,-122.333945529,47.70594348,2020.0,12.0,23.0,21.0,14.0,"10500, Meridian Avenue North, Northgate, Seattle, King County, Washington, 98133, United States",98133
2020-352105,12/23/2020 09:57:08 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,QUEEN ANNE,-122.355604916,47.6368556,2020.0,12.0,23.0,21.0,5.0,"2008, 1st Avenue North, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-351748,12/23/2020 05:05:04 PM,ASSAULT OFFENSES,Intimidation,13C,FIRST HILL,-122.31456005,47.60268197,2020.0,12.0,23.0,14.0,19.0,"The Baldwin, 1305, East Fir Street, Little Saigon, Yesler Terrace, Seattle, King County, Washington, 98122, United States",98122
2020-928594,12/23/2020 02:42:17 PM,FRAUD OFFENSES,Identity Theft,26F,CAPITOL HILL,-122.326536779,47.61740661,2020.0,12.0,17.0,19.0,0.0,"Funke 1411, 1411, East Olive Way, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-928572,12/23/2020 12:42:56 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,SODO,-122.321393382,47.58570661,2020.0,12.0,17.0,17.0,20.0,"Friendly Earth, 2000, Airport Way South, Beacon Hill, Seattle, King County, Washington, 98134, United States",98134
2020-928571,12/23/2020 12:42:23 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,HIGH POINT,-122.375069761,47.54563408,2020.0,12.0,22.0,1.0,27.0,"6331, 34th Avenue Southwest, Delridge, Seattle, King County, Washington, 98126, United States",98126
2020-928568,12/23/2020 12:32:15 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,QUEEN ANNE,-122.354869016,47.64848367,2020.0,12.0,22.0,7.0,0.0,"Nickerson St & Warren Ave N, Nickerson Street, Fremont, Seattle, King County, Washington, 98119, United States",98119
2020-928562,12/23/2020 11:53:04 AM,LARCENY-THEFT,Theft From Building,23D,UNIVERSITY,-122.317722691,47.66057874,2020.0,12.0,19.0,1.0,40.0,"4341, Roosevelt Way Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-928553,12/23/2020 11:42:57 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,CAPITOL HILL,-122.324495896,47.61704694,2020.0,12.0,16.0,16.0,0.0,"Sterling Court, 1722, Belmont Avenue, First Hill, Seattle, King County, Washington, 98122, United States",98122
2020-928524,12/23/2020 11:03:07 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD NORTH,-122.366012344,47.68214995,2020.0,12.0,21.0,18.0,30.0,"8th Ave NW & NW 73rd St, 8th Avenue Northwest, Whittier Heights, Greenwood, Seattle, King County, Washington, 98113, United States",98113
2020-928531,12/23/2020 11:02:17 AM,LARCENY-THEFT,All Other Larceny,23H,UNIVERSITY,-122.320370515,47.66859707,2020.0,12.0,21.0,23.0,50.0,"701, Northeast 55th Street, Meridian, University District, Seattle, King County, Washington, 98105, United States",98105
2020-928515,12/23/2020 10:02:45 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SANDPOINT,-122.294655358,47.6947653,2020.0,12.0,20.0,2.0,10.0,"3027, Northeast 91st Street, Wedgwood, Seattle, King County, Washington, 98115, United States",98115
2020-928477,12/23/2020 07:42:35 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.325382391,47.70315772,2020.0,12.0,20.0,11.0,59.0,"eVgo, Northeast 103rd Street, Maple Leaf, Seattle, King County, Washington, 98133, United States",98133
2020-928476,12/23/2020 07:42:15 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SODO,-122.321398037,47.57950262,2020.0,12.0,21.0,11.0,5.0,"Airport Way S & S Lander St, Airport Way South, Beacon Hill, Seattle, King County, Washington, 98134, United States",98134
2020-928449,12/22/2020 02:33:16 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BALLARD SOUTH,-122.391501617,47.66866163,2020.0,12.0,18.0,19.0,0.0,"Firehouse Coffee, 2622, Northwest Market Street, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928446,12/22/2020 02:33:04 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,20.0,14.0,30.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928443,12/22/2020 02:23:21 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MORGAN,-122.377491841,47.53558948,2020.0,12.0,19.0,16.0,0.0,"3515, Southwest Webster Street, High Point, Seattle, King County, Washington, 98126, United States",98126
2020-928439,12/22/2020 02:22:51 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD NORTH,-122.380026108,47.69150997,2020.0,12.0,21.0,0.0,30.0,"8529, 18th Avenue Northwest, Whittier Heights, Ballard, Seattle, King County, Washington, 98117, United States",98117
2020-928425,12/22/2020 01:32:41 PM,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,BALLARD SOUTH,-122.387587333,47.6705517,2020.0,12.0,20.0,19.0,0.0,"24th Ave NW & NW 57th St, 24th Avenue Northwest, Ballard, Seattle, King County, Washington, 5345, United States",5345
